"No.","Time","Source","Destination","Protocol","Length","Source Port","Destination Port","TCP Segment Len","Window size value","Acknowledgment number","Info"
"161","5.827576","54.225.216.200","192.168.137.72","TCP","194","443","43053","128","130","1841","[TCP Retransmission] 443  >  43053 [PSH, ACK] Seq=5921 Ack=1841 Win=33280 Len=128 TSval=4061457386 TSecr=3941727"
"162","5.943798","192.168.137.72","121.51.86.133","TCP","74","46311","80","0","65535","0","46311  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1400 SACK_PERM=1 TSval=3942002 TSecr=0 WS=256"
"163","5.989253","121.51.86.133","192.168.137.72","TCP","66","80","46311","0","14400","1","80  >  46311 [SYN, ACK] Seq=0 Ack=1 Win=14400 Len=0 MSS=1440 SACK_PERM=1 WS=128"
"164","5.990673","192.168.137.72","121.51.86.133","TCP","54","46311","80","0","329","1","46311  >  80 [ACK] Seq=1 Ack=1 Win=84224 Len=0"
"165","5.992982","192.168.137.72","121.51.86.133","HTTP","1151","46311","80","1097","329","1","POST /mmtls/30b2be56 HTTP/1.1 "
"166","6.006115","192.168.137.72","121.51.73.101","TCP","74","41871","80","0","65535","0","41871  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1400 SACK_PERM=1 TSval=3942008 TSecr=0 WS=256"
"167","6.037051","121.51.86.133","192.168.137.72","TCP","54","80","46311","0","130","1098","80  >  46311 [ACK] Seq=1 Ack=1098 Win=16640 Len=0"
"168","6.049261","121.51.73.101","192.168.137.72","TCP","66","80","41871","0","14400","1","80  >  41871 [SYN, ACK] Seq=0 Ack=1 Win=14400 Len=0 MSS=1440 SACK_PERM=1 WS=128"
"169","6.050351","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","329","1","41871  >  80 [ACK] Seq=1 Ack=1 Win=84224 Len=0"
"170","6.052496","192.168.137.72","121.51.73.101","HTTP","1279","41871","80","1225","329","1","POST /mmtls/30b2be56 HTTP/1.1 "
"171","6.067991","121.51.86.133","192.168.137.72","TCP","1454","80","46311","1400","130","1098","80  >  46311 [ACK] Seq=1 Ack=1098 Win=16640 Len=1400 [TCP segment of a reassembled PDU]"
"172","6.068128","121.51.86.133","192.168.137.72","TCP","1454","80","46311","1400","130","1098","80  >  46311 [ACK] Seq=1401 Ack=1098 Win=16640 Len=1400 [TCP segment of a reassembled PDU]"
"173","6.068235","121.51.86.133","192.168.137.72","TCP","1454","80","46311","1400","130","1098","80  >  46311 [ACK] Seq=2801 Ack=1098 Win=16640 Len=1400 [TCP segment of a reassembled PDU]"
"174","6.068262","121.51.86.133","192.168.137.72","TCP","1454","80","46311","1400","130","1098","80  >  46311 [ACK] Seq=4201 Ack=1098 Win=16640 Len=1400 [TCP segment of a reassembled PDU]"
"175","6.068299","121.51.86.133","192.168.137.72","TCP","1454","80","46311","1400","130","1098","80  >  46311 [ACK] Seq=5601 Ack=1098 Win=16640 Len=1400 [TCP segment of a reassembled PDU]"
"176","6.068438","121.51.86.133","192.168.137.72","TCP","1454","80","46311","1400","130","1098","80  >  46311 [ACK] Seq=7001 Ack=1098 Win=16640 Len=1400 [TCP segment of a reassembled PDU]"
"177","6.068480","121.51.86.133","192.168.137.72","TCP","1454","80","46311","1400","130","1098","80  >  46311 [ACK] Seq=8401 Ack=1098 Win=16640 Len=1400 [TCP segment of a reassembled PDU]"
"178","6.068503","121.51.86.133","192.168.137.72","TCP","1454","80","46311","1400","130","1098","80  >  46311 [ACK] Seq=9801 Ack=1098 Win=16640 Len=1400 [TCP segment of a reassembled PDU]"
"179","6.068522","121.51.86.133","192.168.137.72","TCP","1454","80","46311","1400","130","1098","80  >  46311 [ACK] Seq=11201 Ack=1098 Win=16640 Len=1400 [TCP segment of a reassembled PDU]"
"180","6.068555","121.51.86.133","192.168.137.72","TCP","1454","80","46311","1400","130","1098","80  >  46311 [ACK] Seq=12601 Ack=1098 Win=16640 Len=1400 [TCP segment of a reassembled PDU]"
"181","6.070153","192.168.137.72","121.51.86.133","TCP","54","46311","80","0","340","1401","46311  >  80 [ACK] Seq=1098 Ack=1401 Win=87040 Len=0"
"182","6.070570","192.168.137.72","121.51.86.133","TCP","54","46311","80","0","350","2801","46311  >  80 [ACK] Seq=1098 Ack=2801 Win=89600 Len=0"
"183","6.070828","192.168.137.72","121.51.86.133","TCP","54","46311","80","0","361","4201","46311  >  80 [ACK] Seq=1098 Ack=4201 Win=92416 Len=0"
"184","6.071331","192.168.137.72","121.51.86.133","TCP","54","46311","80","0","372","5601","46311  >  80 [ACK] Seq=1098 Ack=5601 Win=95232 Len=0"
"185","6.071333","192.168.137.72","121.51.86.133","TCP","54","46311","80","0","383","7001","46311  >  80 [ACK] Seq=1098 Ack=7001 Win=98048 Len=0"
"186","6.071484","192.168.137.72","121.51.86.133","TCP","54","46311","80","0","394","8401","46311  >  80 [ACK] Seq=1098 Ack=8401 Win=100864 Len=0"
"187","6.071485","192.168.137.72","121.51.86.133","TCP","54","46311","80","0","405","9801","46311  >  80 [ACK] Seq=1098 Ack=9801 Win=103680 Len=0"
"188","6.071486","192.168.137.72","121.51.86.133","TCP","54","46311","80","0","416","11201","46311  >  80 [ACK] Seq=1098 Ack=11201 Win=106496 Len=0"
"189","6.071665","192.168.137.72","121.51.86.133","TCP","54","46311","80","0","427","12601","46311  >  80 [ACK] Seq=1098 Ack=12601 Win=109312 Len=0"
"190","6.071786","192.168.137.72","121.51.86.133","TCP","54","46311","80","0","438","14001","46311  >  80 [ACK] Seq=1098 Ack=14001 Win=112128 Len=0"
"191","6.095460","121.51.73.101","192.168.137.72","TCP","54","80","41871","0","132","1226","80  >  41871 [ACK] Seq=1 Ack=1226 Win=16896 Len=0"
"192","6.114217","121.51.86.133","192.168.137.72","TCP","1454","80","46311","1400","130","1098","80  >  46311 [ACK] Seq=14001 Ack=1098 Win=16640 Len=1400 [TCP segment of a reassembled PDU]"
"193","6.114326","121.51.86.133","192.168.137.72","TCP","1454","80","46311","1400","130","1098","80  >  46311 [ACK] Seq=15401 Ack=1098 Win=16640 Len=1400 [TCP segment of a reassembled PDU]"
"194","6.114363","121.51.86.133","192.168.137.72","TCP","1454","80","46311","1400","130","1098","80  >  46311 [ACK] Seq=16801 Ack=1098 Win=16640 Len=1400 [TCP segment of a reassembled PDU]"
"195","6.114406","121.51.86.133","192.168.137.72","TCP","1454","80","46311","1400","130","1098","80  >  46311 [PSH, ACK] Seq=18201 Ack=1098 Win=16640 Len=1400 [TCP segment of a reassembled PDU]"
"196","6.115479","192.168.137.72","121.51.86.133","TCP","54","46311","80","0","449","15401","46311  >  80 [ACK] Seq=1098 Ack=15401 Win=114944 Len=0"
"197","6.115742","192.168.137.72","121.51.86.133","TCP","54","46311","80","0","460","16801","46311  >  80 [ACK] Seq=1098 Ack=16801 Win=117760 Len=0"
"198","6.116448","121.51.86.133","192.168.137.72","TCP","1454","80","46311","1400","130","1098","80  >  46311 [ACK] Seq=19601 Ack=1098 Win=16640 Len=1400 [TCP segment of a reassembled PDU]"
"199","6.116552","121.51.86.133","192.168.137.72","TCP","1454","80","46311","1400","130","1098","80  >  46311 [ACK] Seq=21001 Ack=1098 Win=16640 Len=1400 [TCP segment of a reassembled PDU]"
"200","6.116578","121.51.86.133","192.168.137.72","TCP","1454","80","46311","1400","130","1098","80  >  46311 [ACK] Seq=22401 Ack=1098 Win=16640 Len=1400 [TCP segment of a reassembled PDU]"
"201","6.116598","121.51.86.133","192.168.137.72","HTTP","444","80","46311","390","130","1098","HTTP/1.1 200 OK "
"202","6.116623","121.51.86.133","192.168.137.72","TCP","54","80","46311","0","130","1098","80  >  46311 [FIN, ACK] Seq=24191 Ack=1098 Win=16640 Len=0"
"203","6.116946","192.168.137.72","121.51.86.133","TCP","54","46311","80","0","471","18201","46311  >  80 [ACK] Seq=1098 Ack=18201 Win=120576 Len=0"
"204","6.116953","192.168.137.72","121.51.86.133","TCP","54","46311","80","0","482","19601","46311  >  80 [ACK] Seq=1098 Ack=19601 Win=123392 Len=0"
"205","6.117949","192.168.137.72","121.51.86.133","TCP","54","46311","80","0","493","21001","46311  >  80 [ACK] Seq=1098 Ack=21001 Win=126208 Len=0"
"206","6.118089","192.168.137.72","121.51.86.133","TCP","54","46311","80","0","504","22401","46311  >  80 [ACK] Seq=1098 Ack=22401 Win=129024 Len=0"
"207","6.118323","192.168.137.72","121.51.86.133","TCP","54","46311","80","0","515","23801","46311  >  80 [ACK] Seq=1098 Ack=23801 Win=131840 Len=0"
"208","6.118329","192.168.137.72","121.51.86.133","TCP","54","46311","80","0","525","24191","46311  >  80 [ACK] Seq=1098 Ack=24191 Win=134400 Len=0"
"209","6.120973","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=1 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"210","6.121045","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=1401 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"211","6.121069","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=2801 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"212","6.121087","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=4201 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"213","6.121120","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=5601 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"214","6.121237","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=7001 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"215","6.121257","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=8401 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"216","6.121274","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=9801 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"217","6.121290","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=11201 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"218","6.121309","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=12601 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"219","6.122845","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","340","1401","41871  >  80 [ACK] Seq=1226 Ack=1401 Win=87040 Len=0"
"220","6.123068","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","350","2801","41871  >  80 [ACK] Seq=1226 Ack=2801 Win=89600 Len=0"
"221","6.123070","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","361","4201","41871  >  80 [ACK] Seq=1226 Ack=4201 Win=92416 Len=0"
"222","6.123747","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","372","5601","41871  >  80 [ACK] Seq=1226 Ack=5601 Win=95232 Len=0"
"223","6.123748","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","383","7001","41871  >  80 [ACK] Seq=1226 Ack=7001 Win=98048 Len=0"
"224","6.123749","192.168.137.72","121.51.86.133","TCP","54","46311","80","0","525","24192","46311  >  80 [FIN, ACK] Seq=1098 Ack=24192 Win=134400 Len=0"
"225","6.124295","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","394","8401","41871  >  80 [ACK] Seq=1226 Ack=8401 Win=100864 Len=0"
"226","6.124297","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","405","9801","41871  >  80 [ACK] Seq=1226 Ack=9801 Win=103680 Len=0"
"227","6.124297","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","416","11201","41871  >  80 [ACK] Seq=1226 Ack=11201 Win=106496 Len=0"
"228","6.124298","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","427","12601","41871  >  80 [ACK] Seq=1226 Ack=12601 Win=109312 Len=0"
"229","6.124311","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","438","14001","41871  >  80 [ACK] Seq=1226 Ack=14001 Win=112128 Len=0"
"230","6.168488","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=14001 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"231","6.168607","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=15401 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"232","6.168646","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=16801 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"233","6.168672","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [PSH, ACK] Seq=18201 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"234","6.168699","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=19601 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"235","6.169389","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=21001 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"236","6.169424","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=22401 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"237","6.169466","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=23801 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"238","6.169485","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=25201 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"239","6.169502","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=26601 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"240","6.169521","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=28001 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"241","6.169542","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=29401 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"242","6.169560","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=30801 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"243","6.169579","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=32201 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"244","6.169598","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=33601 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"245","6.169616","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=35001 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"246","6.169635","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=36401 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"247","6.169654","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=37801 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"248","6.169671","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=39201 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"249","6.169690","121.51.73.101","192.168.137.72","TCP","1454","80","41871","1400","132","1226","80  >  41871 [ACK] Seq=40601 Ack=1226 Win=16896 Len=1400 [TCP segment of a reassembled PDU]"
"250","6.169710","121.51.73.101","192.168.137.72","HTTP","921","80","41871","867","132","1226","HTTP/1.1 200 OK "
"251","6.169744","121.51.86.133","192.168.137.72","TCP","54","80","46311","0","130","1099","80  >  46311 [ACK] Seq=24192 Ack=1099 Win=16640 Len=0"
"252","6.171389","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","449","15401","41871  >  80 [ACK] Seq=1226 Ack=15401 Win=114944 Len=0"
"253","6.172215","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","460","16801","41871  >  80 [ACK] Seq=1226 Ack=16801 Win=117760 Len=0"
"254","6.172221","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","471","18201","41871  >  80 [ACK] Seq=1226 Ack=18201 Win=120576 Len=0"
"255","6.172222","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","482","19601","41871  >  80 [ACK] Seq=1226 Ack=19601 Win=123392 Len=0"
"256","6.172224","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","493","21001","41871  >  80 [ACK] Seq=1226 Ack=21001 Win=126208 Len=0"
"257","6.172227","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","504","22401","41871  >  80 [ACK] Seq=1226 Ack=22401 Win=129024 Len=0"
"258","6.172498","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","515","23801","41871  >  80 [ACK] Seq=1226 Ack=23801 Win=131840 Len=0"
"259","6.172502","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","525","25201","41871  >  80 [ACK] Seq=1226 Ack=25201 Win=134400 Len=0"
"260","6.172503","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","536","26601","41871  >  80 [ACK] Seq=1226 Ack=26601 Win=137216 Len=0"
"261","6.172506","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","547","28001","41871  >  80 [ACK] Seq=1226 Ack=28001 Win=140032 Len=0"
"262","6.172513","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","558","29401","41871  >  80 [ACK] Seq=1226 Ack=29401 Win=142848 Len=0"
"263","6.172517","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","569","30801","41871  >  80 [ACK] Seq=1226 Ack=30801 Win=145664 Len=0"
"264","6.172520","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","580","32201","41871  >  80 [ACK] Seq=1226 Ack=32201 Win=148480 Len=0"
"265","6.172768","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","591","33601","41871  >  80 [ACK] Seq=1226 Ack=33601 Win=151296 Len=0"
"266","6.172785","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","602","35001","41871  >  80 [ACK] Seq=1226 Ack=35001 Win=154112 Len=0"
"267","6.172786","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","613","36401","41871  >  80 [ACK] Seq=1226 Ack=36401 Win=156928 Len=0"
"268","6.172788","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","624","37801","41871  >  80 [ACK] Seq=1226 Ack=37801 Win=159744 Len=0"
"269","6.172790","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","635","39201","41871  >  80 [ACK] Seq=1226 Ack=39201 Win=162560 Len=0"
"270","6.173051","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","646","40601","41871  >  80 [ACK] Seq=1226 Ack=40601 Win=165376 Len=0"
"271","6.173055","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","657","42001","41871  >  80 [ACK] Seq=1226 Ack=42001 Win=168192 Len=0"
"272","6.178991","192.168.137.72","121.51.73.101","TCP","54","41871","80","0","668","42869","41871  >  80 [FIN, ACK] Seq=1226 Ack=42869 Win=171008 Len=0"
"273","6.221516","121.51.73.101","192.168.137.72","TCP","54","80","41871","0","132","1227","80  >  41871 [ACK] Seq=42869 Ack=1227 Win=16896 Len=0"
"274","6.837035","192.168.137.1","239.255.255.250","SSDP","456","","","","","","NOTIFY * HTTP/1.1 "
"275","6.837169","192.168.137.1","239.255.255.250","SSDP","448","","","","","","NOTIFY * HTTP/1.1 "
"276","6.837229","192.168.137.1","239.255.255.250","SSDP","512","","","","","","NOTIFY * HTTP/1.1 "
"277","6.839165","192.168.137.1","239.255.255.250","SSDP","504","","","","","","NOTIFY * HTTP/1.1 "
"278","6.840615","192.168.137.1","239.255.255.250","SSDP","510","","","","","","NOTIFY * HTTP/1.1 "
"279","6.841983","192.168.137.1","239.255.255.250","SSDP","522","","","","","","NOTIFY * HTTP/1.1 "
"280","6.843443","192.168.137.1","239.255.255.250","SSDP","520","","","","","","NOTIFY * HTTP/1.1 "
"281","6.946265","192.168.137.1","239.255.255.250","SSDP","456","","","","","","NOTIFY * HTTP/1.1 "
"282","6.946402","192.168.137.1","239.255.255.250","SSDP","448","","","","","","NOTIFY * HTTP/1.1 "
"283","6.946471","192.168.137.1","239.255.255.250","SSDP","512","","","","","","NOTIFY * HTTP/1.1 "
"284","6.948057","192.168.137.1","239.255.255.250","SSDP","504","","","","","","NOTIFY * HTTP/1.1 "
"285","6.949452","192.168.137.1","239.255.255.250","SSDP","510","","","","","","NOTIFY * HTTP/1.1 "
"286","6.950852","192.168.137.1","239.255.255.250","SSDP","522","","","","","","NOTIFY * HTTP/1.1 "
"287","6.952276","192.168.137.1","239.255.255.250","SSDP","520","","","","","","NOTIFY * HTTP/1.1 "
"288","7.282146","192.168.137.72","121.51.73.101","TCP","74","41877","80","0","65535","0","41877  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1400 SACK_PERM=1 TSval=3942134 TSecr=0 WS=256"
"289","7.325388","121.51.73.101","192.168.137.72","TCP","66","80","41877","0","14400","1","80  >  41877 [SYN, ACK] Seq=0 Ack=1 Win=14400 Len=0 MSS=1440 SACK_PERM=1 WS=128"
"290","7.326794","192.168.137.72","121.51.73.101","TCP","54","41877","80","0","329","1","41877  >  80 [ACK] Seq=1 Ack=1 Win=84224 Len=0"
"291","7.328282","192.168.137.72","121.51.73.101","HTTP","855","41877","80","801","329","1","POST /mmtls/1e266de8 HTTP/1.1 "
"292","7.371028","121.51.73.101","192.168.137.72","TCP","54","80","41877","0","126","802","80  >  41877 [ACK] Seq=1 Ack=802 Win=16128 Len=0"
"293","7.392412","121.51.73.101","192.168.137.72","HTTP","382","80","41877","328","126","802","HTTP/1.1 200 OK "
"294","7.393422","121.51.73.101","192.168.137.72","TCP","54","80","41877","0","126","802","80  >  41877 [FIN, ACK] Seq=329 Ack=802 Win=16128 Len=0"
"295","7.393572","192.168.137.72","121.51.73.101","TCP","54","41877","80","0","333","329","41877  >  80 [ACK] Seq=802 Ack=329 Win=85248 Len=0"
"296","7.396673","192.168.137.72","121.51.73.101","TCP","54","41877","80","0","333","330","41877  >  80 [FIN, ACK] Seq=802 Ack=330 Win=85248 Len=0"
"297","7.439535","121.51.73.101","192.168.137.72","TCP","54","80","41877","0","126","803","80  >  41877 [ACK] Seq=330 Ack=803 Win=16128 Len=0"
"298","8.452220","54.225.216.200","192.168.137.72","TCP","194","443","43053","128","130","1841","[TCP Retransmission] 443  >  43053 [PSH, ACK] Seq=5921 Ack=1841 Win=33280 Len=128 TSval=4061460010 TSecr=3941727"
"299","9.666433","192.168.137.72","121.51.73.101","TCP","74","41885","80","0","65535","0","41885  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1400 SACK_PERM=1 TSval=3942372 TSecr=0 WS=256"
"300","9.709275","121.51.73.101","192.168.137.72","TCP","66","80","41885","0","14400","1","80  >  41885 [SYN, ACK] Seq=0 Ack=1 Win=14400 Len=0 MSS=1440 SACK_PERM=1 WS=128"
"301","9.710638","192.168.137.72","121.51.73.101","TCP","54","41885","80","0","329","1","41885  >  80 [ACK] Seq=1 Ack=1 Win=84224 Len=0"
"302","9.711415","192.168.137.72","121.51.73.101","HTTP","766","41885","80","712","329","1","POST /mmtls/28687731 HTTP/1.1 "
"303","9.753524","121.51.73.101","192.168.137.72","TCP","54","80","41885","0","124","713","80  >  41885 [ACK] Seq=1 Ack=713 Win=15872 Len=0"
"304","9.794341","121.51.73.101","192.168.137.72","HTTP","382","80","41885","328","124","713","HTTP/1.1 200 OK "
"305","9.795032","121.51.73.101","192.168.137.72","TCP","54","80","41885","0","124","713","80  >  41885 [FIN, ACK] Seq=329 Ack=713 Win=15872 Len=0"
"306","9.795604","192.168.137.72","121.51.73.101","TCP","54","41885","80","0","333","329","41885  >  80 [ACK] Seq=713 Ack=329 Win=85248 Len=0"
"307","9.796440","192.168.137.72","121.51.73.101","TCP","54","41885","80","0","333","330","41885  >  80 [FIN, ACK] Seq=713 Ack=330 Win=85248 Len=0"
"308","9.838995","121.51.73.101","192.168.137.72","TCP","54","80","41885","0","124","714","80  >  41885 [ACK] Seq=330 Ack=714 Win=15872 Len=0"
"309","13.469829","192.168.137.1","239.255.255.250","SSDP","171","","","","","","M-SEARCH * HTTP/1.1 "
"310","13.570843","192.168.137.1","239.255.255.250","SSDP","171","","","","","","M-SEARCH * HTTP/1.1 "
"311","13.572969","54.225.216.200","192.168.137.72","TCP","194","443","43053","128","130","1841","[TCP Retransmission] 443  >  43053 [PSH, ACK] Seq=5921 Ack=1841 Win=33280 Len=128 TSval=4061465130 TSecr=3941727"
"312","16.446577","192.168.137.72","183.194.234.114","TCP","74","37690","8081","0","65535","0","37690  >  8081 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=3943050 TSecr=0 WS=256"
"313","16.495640","183.194.234.114","192.168.137.72","TCP","66","8081","37690","0","13600","1","8081  >  37690 [SYN, ACK] Seq=0 Ack=1 Win=13600 Len=0 MSS=1360 SACK_PERM=1 WS=1024"
"314","16.498444","192.168.137.72","183.194.234.114","TCP","54","37690","8081","0","343","1","37690  >  8081 [ACK] Seq=1 Ack=1 Win=87808 Len=0"
"315","16.502892","192.168.137.72","192.168.137.1","DNS","87","","","","","","Standard query 0x9e9b PTR 72.137.168.192.in-addr.arpa"
"316","16.503404","192.168.137.1","192.168.137.72","DNS","147","","","","","","Standard query response 0x9e9b PTR 72.137.168.192.in-addr.arpa PTR OnePlus5.mshome.net"
"317","16.509626","192.168.137.72","192.168.137.1","DNS","79","","","","","","Standard query 0xcdf0 A OnePlus5.mshome.net"
"318","16.510137","192.168.137.1","192.168.137.72","DNS","114","","","","","","Standard query response 0xcdf0 A OnePlus5.mshome.net A 192.168.137.72"
"319","16.513758","192.168.137.72","183.194.234.114","TCP","1404","37690","8081","1350","343","1","37690  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=87808 Len=1350"
"320","16.624392","183.194.234.114","192.168.137.72","TCP","54","8081","37690","0","16","1351","8081  >  37690 [ACK] Seq=1 Ack=1351 Win=16384 Len=0"
"321","16.624488","183.194.234.114","192.168.137.72","TCP","86","8081","37690","32","16","1351","8081  >  37690 [PSH, ACK] Seq=1 Ack=1351 Win=16384 Len=32"
"322","16.624509","183.194.234.114","192.168.137.72","TCP","54","8081","37690","0","16","1351","8081  >  37690 [FIN, ACK] Seq=33 Ack=1351 Win=16384 Len=0"
"323","16.625799","192.168.137.72","183.194.234.114","TCP","54","37690","8081","0","343","33","37690  >  8081 [ACK] Seq=1351 Ack=33 Win=87808 Len=0"
"324","16.627201","192.168.137.72","183.194.234.114","TCP","54","37690","8081","0","343","34","37690  >  8081 [FIN, ACK] Seq=1351 Ack=34 Win=87808 Len=0"
