"No.","Time","Source","Destination","Protocol","Length","Source Port","Destination Port","TCP Segment Len","Window size value","Acknowledgment number","Info"
"1158","10.196498","192.168.137.72","58.205.212.26","TCP","54","47298","443","0","377","4097","47298  >  443 [ACK] Seq=204 Ack=4097 Win=96512 Len=0"
"1159","10.197630","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","60","204","443  >  47298 [ACK] Seq=4097 Ack=204 Win=30720 Len=1460 [TCP segment of a reassembled PDU]"
"1160","10.197663","58.205.212.26","192.168.137.72","TLSv1.2","375","443","47298","321","60","204","Certificate, Server Key Exchange, Server Hello Done"
"1161","10.197705","58.205.212.26","192.168.137.72","TCP","1514","443","47300","1460","60","205","443  >  47300 [ACK] Seq=4097 Ack=205 Win=30720 Len=1460 [TCP segment of a reassembled PDU]"
"1162","10.197722","58.205.212.26","192.168.137.72","TLSv1.2","375","443","47300","321","60","205","Certificate, Server Key Exchange, Server Hello Done"
"1163","10.197797","192.168.137.72","58.205.212.26","TCP","54","47300","443","0","354","1461","47300  >  443 [ACK] Seq=205 Ack=1461 Win=90624 Len=0"
"1164","10.197987","192.168.137.72","58.205.212.26","TCP","54","47300","443","0","365","2921","47300  >  443 [ACK] Seq=205 Ack=2921 Win=93440 Len=0"
"1165","10.197989","192.168.137.72","58.205.212.26","TCP","54","47300","443","0","377","4097","47300  >  443 [ACK] Seq=205 Ack=4097 Win=96512 Len=0"
"1166","10.197989","192.168.137.72","58.205.212.26","TCP","54","47308","443","0","343","1","47308  >  443 [ACK] Seq=1 Ack=1 Win=87808 Len=0"
"1167","10.198852","192.168.137.72","58.205.212.26","TLSv1.2","257","47308","443","203","343","1","Client Hello"
"1168","10.199574","192.168.137.72","58.205.212.26","TCP","54","47298","443","0","388","5557","47298  >  443 [ACK] Seq=204 Ack=5557 Win=99328 Len=0"
"1169","10.200326","192.168.137.72","58.205.212.26","TCP","54","47298","443","0","400","5878","47298  >  443 [ACK] Seq=204 Ack=5878 Win=102400 Len=0"
"1170","10.200327","192.168.137.72","58.205.212.26","TCP","54","47300","443","0","388","5557","47300  >  443 [ACK] Seq=205 Ack=5557 Win=99328 Len=0"
"1171","10.200328","192.168.137.72","58.205.212.26","TCP","54","47300","443","0","400","5878","47300  >  443 [ACK] Seq=205 Ack=5878 Win=102400 Len=0"
"1172","10.201000","58.205.212.26","192.168.137.72","TCP","54","443","47302","0","60","205","443  >  47302 [ACK] Seq=1 Ack=205 Win=30720 Len=0"
"1173","10.201024","58.205.212.26","192.168.137.72","TLSv1.2","1514","443","47302","1460","60","205","Server Hello"
"1174","10.201041","58.205.212.26","192.168.137.72","TCP","1514","443","47302","1460","60","205","443  >  47302 [ACK] Seq=1461 Ack=205 Win=30720 Len=1460 [TCP segment of a reassembled PDU]"
"1175","10.201059","58.205.212.26","192.168.137.72","TCP","1230","443","47302","1176","60","205","443  >  47302 [PSH, ACK] Seq=2921 Ack=205 Win=30720 Len=1176 [TCP segment of a reassembled PDU]"
"1176","10.201078","58.205.212.27","192.168.137.72","TCP","54","443","39379","0","60","205","443  >  39379 [ACK] Seq=1 Ack=205 Win=30720 Len=0"
"1177","10.201094","58.205.212.27","192.168.137.72","TLSv1.2","1514","443","39379","1460","60","205","Server Hello"
"1178","10.201111","58.205.212.27","192.168.137.72","TCP","1514","443","39379","1460","60","205","443  >  39379 [ACK] Seq=1461 Ack=205 Win=30720 Len=1460 [TCP segment of a reassembled PDU]"
"1179","10.201130","58.205.212.27","192.168.137.72","TCP","1230","443","39379","1176","60","205","443  >  39379 [PSH, ACK] Seq=2921 Ack=205 Win=30720 Len=1176 [TCP segment of a reassembled PDU]"
"1180","10.202444","58.205.212.26","192.168.137.72","TCP","1514","443","47302","1460","60","205","443  >  47302 [ACK] Seq=4097 Ack=205 Win=30720 Len=1460 [TCP segment of a reassembled PDU]"
"1181","10.202470","58.205.212.26","192.168.137.72","TLSv1.2","375","443","47302","321","60","205","Certificate, Server Key Exchange, Server Hello Done"
"1182","10.203205","192.168.137.72","58.205.212.26","TLSv1.2","147","47298","443","93","400","5878","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1183","10.203737","58.205.212.27","192.168.137.72","TCP","1514","443","39379","1460","60","205","443  >  39379 [ACK] Seq=4097 Ack=205 Win=30720 Len=1460 [TCP segment of a reassembled PDU]"
"1184","10.203763","58.205.212.27","192.168.137.72","TLSv1.2","375","443","39379","321","60","205","Certificate, Server Key Exchange, Server Hello Done"
"1185","10.204047","192.168.137.72","58.205.212.26","TCP","54","47302","443","0","354","1461","47302  >  443 [ACK] Seq=205 Ack=1461 Win=90624 Len=0"
"1186","10.204048","192.168.137.72","58.205.212.26","TCP","54","47302","443","0","365","2921","47302  >  443 [ACK] Seq=205 Ack=2921 Win=93440 Len=0"
"1187","10.204049","192.168.137.72","58.205.212.26","TCP","54","47302","443","0","377","4097","47302  >  443 [ACK] Seq=205 Ack=4097 Win=96512 Len=0"
"1188","10.204049","192.168.137.72","58.205.212.27","TCP","54","39379","443","0","354","1461","39379  >  443 [ACK] Seq=205 Ack=1461 Win=90624 Len=0"
"1189","10.204050","192.168.137.72","58.205.212.27","TCP","54","39379","443","0","365","2921","39379  >  443 [ACK] Seq=205 Ack=2921 Win=93440 Len=0"
"1190","10.204053","192.168.137.72","58.205.212.27","TCP","54","39379","443","0","377","4097","39379  >  443 [ACK] Seq=205 Ack=4097 Win=96512 Len=0"
"1191","10.204053","192.168.137.72","58.205.212.26","TLSv1.2","147","47300","443","93","400","5878","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1192","10.204223","192.168.137.72","58.205.212.26","TCP","54","47302","443","0","388","5557","47302  >  443 [ACK] Seq=205 Ack=5557 Win=99328 Len=0"
"1193","10.204224","192.168.137.72","58.205.212.26","TCP","54","47302","443","0","400","5878","47302  >  443 [ACK] Seq=205 Ack=5878 Win=102400 Len=0"
"1194","10.204461","58.205.212.26","192.168.137.72","TCP","66","443","47310","0","29200","1","443  >  47310 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM=1 WS=512"
"1195","10.205525","192.168.137.72","58.205.212.27","TCP","54","39379","443","0","388","5557","39379  >  443 [ACK] Seq=205 Ack=5557 Win=99328 Len=0"
"1196","10.205853","58.205.212.26","192.168.137.72","TCP","54","443","47306","0","60","205","443  >  47306 [ACK] Seq=1 Ack=205 Win=30720 Len=0"
"1197","10.205877","58.205.212.26","192.168.137.72","TLSv1.2","1514","443","47306","1460","60","205","Server Hello"
"1198","10.205894","58.205.212.26","192.168.137.72","TCP","1514","443","47306","1460","60","205","443  >  47306 [ACK] Seq=1461 Ack=205 Win=30720 Len=1460 [TCP segment of a reassembled PDU]"
"1199","10.205912","58.205.212.26","192.168.137.72","TCP","1230","443","47306","1176","60","205","443  >  47306 [PSH, ACK] Seq=2921 Ack=205 Win=30720 Len=1176 [TCP segment of a reassembled PDU]"
"1200","10.206156","192.168.137.72","58.205.212.27","TCP","54","39379","443","0","400","5878","39379  >  443 [ACK] Seq=205 Ack=5878 Win=102400 Len=0"
"1201","10.206157","192.168.137.72","58.205.212.26","TCP","54","47310","443","0","343","1","47310  >  443 [ACK] Seq=1 Ack=1 Win=87808 Len=0"
"1202","10.207059","192.168.137.72","58.205.212.26","TLSv1.2","147","47302","443","93","400","5878","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1203","10.207531","192.168.137.72","58.205.212.26","TCP","54","47306","443","0","354","1461","47306  >  443 [ACK] Seq=205 Ack=1461 Win=90624 Len=0"
"1204","10.207533","192.168.137.72","58.205.212.26","TCP","54","47306","443","0","365","2921","47306  >  443 [ACK] Seq=205 Ack=2921 Win=93440 Len=0"
"1205","10.207533","192.168.137.72","58.205.212.26","TCP","54","47306","443","0","377","4097","47306  >  443 [ACK] Seq=205 Ack=4097 Win=96512 Len=0"
"1206","10.207816","58.205.212.26","192.168.137.72","TCP","1514","443","47306","1460","60","205","443  >  47306 [ACK] Seq=4097 Ack=205 Win=30720 Len=1460 [TCP segment of a reassembled PDU]"
"1207","10.207839","58.205.212.26","192.168.137.72","TLSv1.2","375","443","47306","321","60","205","Certificate, Server Key Exchange, Server Hello Done"
"1208","10.208019","192.168.137.72","58.205.212.27","TLSv1.2","147","39379","443","93","400","5878","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1209","10.208949","192.168.137.72","58.205.212.26","TCP","54","47306","443","0","388","5557","47306  >  443 [ACK] Seq=205 Ack=5557 Win=99328 Len=0"
"1210","10.209136","192.168.137.72","58.205.212.26","TCP","54","47306","443","0","400","5878","47306  >  443 [ACK] Seq=205 Ack=5878 Win=102400 Len=0"
"1211","10.210644","192.168.137.72","58.205.212.26","TLSv1.2","147","47306","443","93","400","5878","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1212","10.211234","192.168.137.72","58.205.212.26","TLSv1.2","258","47310","443","204","343","1","Client Hello"
"1213","10.219473","192.168.137.72","58.205.212.26","TLSv1.2","107","47298","443","53","400","5878","Application Data"
"1214","10.219477","192.168.137.72","58.205.212.26","TLSv1.2","110","47298","443","56","400","5878","Application Data"
"1215","10.219479","192.168.137.72","58.205.212.26","TLSv1.2","96","47298","443","42","400","5878","Application Data"
"1216","10.226504","192.168.137.72","58.205.212.26","TLSv1.2","432","47298","443","378","400","5878","Application Data"
"1217","10.230312","58.205.212.26","192.168.137.72","TCP","54","443","47308","0","60","204","443  >  47308 [ACK] Seq=1 Ack=204 Win=30720 Len=0"
"1218","10.230385","58.205.212.26","192.168.137.72","TLSv1.2","1514","443","47308","1460","60","204","Server Hello"
"1219","10.230407","58.205.212.26","192.168.137.72","TCP","1514","443","47308","1460","60","204","443  >  47308 [ACK] Seq=1461 Ack=204 Win=30720 Len=1460 [TCP segment of a reassembled PDU]"
"1220","10.230431","58.205.212.26","192.168.137.72","TCP","1230","443","47308","1176","60","204","443  >  47308 [PSH, ACK] Seq=2921 Ack=204 Win=30720 Len=1176 [TCP segment of a reassembled PDU]"
"1221","10.231887","192.168.137.72","58.205.212.26","TCP","54","47308","443","0","354","1461","47308  >  443 [ACK] Seq=204 Ack=1461 Win=90624 Len=0"
"1222","10.232792","192.168.137.72","58.205.212.26","TCP","54","47308","443","0","365","2921","47308  >  443 [ACK] Seq=204 Ack=2921 Win=93440 Len=0"
"1223","10.232793","192.168.137.72","58.205.212.26","TCP","54","47308","443","0","377","4097","47308  >  443 [ACK] Seq=204 Ack=4097 Win=96512 Len=0"
"1224","10.232794","192.168.137.72","58.205.212.26","TLSv1.2","207","47298","443","153","400","5878","Application Data"
"1225","10.232795","192.168.137.72","58.205.212.26","TLSv1.2","192","47298","443","138","400","5878","Application Data"
"1226","10.234604","58.205.212.26","192.168.137.72","TCP","1514","443","47308","1460","60","204","443  >  47308 [ACK] Seq=4097 Ack=204 Win=30720 Len=1460 [TCP segment of a reassembled PDU]"
"1227","10.234640","58.205.212.26","192.168.137.72","TLSv1.2","375","443","47308","321","60","204","Certificate, Server Key Exchange, Server Hello Done"
"1228","10.235381","192.168.137.72","58.205.212.26","TCP","54","47308","443","0","388","5557","47308  >  443 [ACK] Seq=204 Ack=5557 Win=99328 Len=0"
"1229","10.235565","192.168.137.72","58.205.212.26","TCP","54","47308","443","0","400","5878","47308  >  443 [ACK] Seq=204 Ack=5878 Win=102400 Len=0"
"1230","10.235790","58.205.212.26","192.168.137.72","TLSv1.2","328","443","47298","274","60","297","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"1231","10.235842","58.205.212.26","192.168.137.72","TLSv1.2","123","443","47298","69","60","297","Application Data"
"1232","10.235878","58.205.212.26","192.168.137.72","TLSv1.2","328","443","47300","274","60","298","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"1233","10.235910","58.205.212.26","192.168.137.72","TLSv1.2","123","443","47300","69","60","298","Application Data"
"1234","10.238103","58.205.212.26","192.168.137.72","TLSv1.2","328","443","47302","274","60","298","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"1235","10.238141","58.205.212.26","192.168.137.72","TLSv1.2","123","443","47302","69","60","298","Application Data"
"1236","10.238624","192.168.137.72","58.205.212.26","TLSv1.2","147","47308","443","93","400","5878","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1237","10.239194","58.205.212.27","192.168.137.72","TLSv1.2","328","443","39379","274","60","298","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"1238","10.239231","58.205.212.27","192.168.137.72","TLSv1.2","123","443","39379","69","60","298","Application Data"
"1239","10.239432","192.168.137.72","58.205.212.26","TCP","54","47298","443","0","411","6221","47298  >  443 [ACK] Seq=1117 Ack=6221 Win=105216 Len=0"
"1240","10.240152","192.168.137.72","58.205.212.26","TCP","54","47300","443","0","411","6221","47300  >  443 [RST, ACK] Seq=298 Ack=6221 Win=105216 Len=0"
"1241","10.241490","58.205.212.26","192.168.137.72","TLSv1.2","328","443","47306","274","60","298","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"1242","10.241524","58.205.212.26","192.168.137.72","TLSv1.2","123","443","47306","69","60","298","Application Data"
"1243","10.241543","58.205.212.26","192.168.137.72","TCP","54","443","47310","0","60","205","443  >  47310 [ACK] Seq=1 Ack=205 Win=30720 Len=0"
"1244","10.241562","58.205.212.26","192.168.137.72","TLSv1.2","1514","443","47310","1460","60","205","Server Hello"
"1245","10.241582","58.205.212.26","192.168.137.72","TCP","1514","443","47310","1460","60","205","443  >  47310 [ACK] Seq=1461 Ack=205 Win=30720 Len=1460 [TCP segment of a reassembled PDU]"
"1246","10.241602","58.205.212.26","192.168.137.72","TCP","1230","443","47310","1176","60","205","443  >  47310 [PSH, ACK] Seq=2921 Ack=205 Win=30720 Len=1176 [TCP segment of a reassembled PDU]"
"1247","10.242647","192.168.137.72","58.205.212.26","TCP","54","47310","443","0","354","1461","47310  >  443 [ACK] Seq=205 Ack=1461 Win=90624 Len=0"
"1248","10.242649","192.168.137.72","58.205.212.26","TLSv1.2","92","47298","443","38","411","6221","Application Data"
"1249","10.242813","192.168.137.72","58.205.212.26","TCP","54","47310","443","0","365","2921","47310  >  443 [ACK] Seq=205 Ack=2921 Win=93440 Len=0"
"1250","10.242814","192.168.137.72","58.205.212.26","TLSv1.2","206","47298","443","152","411","6221","Application Data"
"1251","10.242815","192.168.137.72","58.205.212.26","TLSv1.2","193","47298","443","139","411","6221","Application Data"
"1252","10.242816","192.168.137.72","58.205.212.26","TCP","54","47310","443","0","377","4097","47310  >  443 [ACK] Seq=205 Ack=4097 Win=96512 Len=0"
"1253","10.243723","58.205.212.26","192.168.137.72","TCP","1514","443","47310","1460","60","205","443  >  47310 [ACK] Seq=4097 Ack=205 Win=30720 Len=1460 [TCP segment of a reassembled PDU]"
"1254","10.243752","58.205.212.26","192.168.137.72","TLSv1.2","375","443","47310","321","60","205","Certificate, Server Key Exchange, Server Hello Done"
"1255","10.244080","192.168.137.72","58.205.212.26","TLSv1.2","206","47298","443","152","411","6221","Application Data"
"1256","10.245345","192.168.137.72","58.205.212.26","TCP","54","47310","443","0","388","5557","47310  >  443 [ACK] Seq=205 Ack=5557 Win=99328 Len=0"
"1257","10.245511","192.168.137.72","58.205.212.26","TCP","54","47310","443","0","400","5878","47310  >  443 [ACK] Seq=205 Ack=5878 Win=102400 Len=0"
"1258","10.247672","192.168.137.72","58.205.212.26","TLSv1.2","147","47310","443","93","400","5878","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1259","10.251039","58.205.212.26","192.168.137.72","TCP","54","443","47298","0","60","448","443  >  47298 [ACK] Seq=6221 Ack=448 Win=30720 Len=0"
"1260","10.251075","58.205.212.26","192.168.137.72","TLSv1.2","92","443","47298","38","60","448","Application Data"
"1261","10.256135","192.168.137.72","58.205.212.26","TLSv1.2","206","47298","443","152","411","6259","Application Data"
"1262","10.257731","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","62","826","443  >  47298 [ACK] Seq=6259 Ack=826 Win=31744 Len=1460 [TCP segment of a reassembled PDU]"
"1263","10.257821","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","62","826","443  >  47298 [ACK] Seq=7719 Ack=826 Win=31744 Len=1460 [TCP segment of a reassembled PDU]"
"1264","10.257851","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","62","826","443  >  47298 [ACK] Seq=9179 Ack=826 Win=31744 Len=1460 [TCP segment of a reassembled PDU]"
"1265","10.257906","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","62","826","443  >  47298 [ACK] Seq=10639 Ack=826 Win=31744 Len=1460 [TCP segment of a reassembled PDU]"
"1266","10.257926","58.205.212.26","192.168.137.72","TLSv1.2","1465","443","47298","1411","62","826","Application Data"
"1267","10.257946","58.205.212.26","192.168.137.72","TLSv1.2","92","443","47298","38","62","826","Application Data"
"1268","10.259138","192.168.137.72","58.205.212.26","TLSv1.2","192","47298","443","138","411","6259","Application Data"
"1269","10.259356","192.168.137.72","58.205.212.26","TCP","54","47298","443","0","434","9179","47298  >  443 [ACK] Seq=1888 Ack=9179 Win=111104 Len=0"
"1270","10.259358","192.168.137.72","58.205.212.26","TCP","54","47298","443","0","457","12099","47298  >  443 [ACK] Seq=1888 Ack=12099 Win=116992 Len=0"
"1271","10.259790","192.168.137.72","58.205.212.26","TCP","54","47298","443","0","468","13548","47298  >  443 [ACK] Seq=1888 Ack=13548 Win=119808 Len=0"
"1272","10.261483","192.168.137.72","58.205.212.26","TLSv1.2","195","47298","443","141","468","13548","Application Data"
"1273","10.262861","58.205.212.26","192.168.137.72","TCP","54","443","47298","0","66","1117","443  >  47298 [ACK] Seq=13548 Ack=1117 Win=33792 Len=0"
"1274","10.264150","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","66","1117","443  >  47298 [ACK] Seq=13548 Ack=1117 Win=33792 Len=1460 [TCP segment of a reassembled PDU]"
"1275","10.264181","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","66","1117","443  >  47298 [ACK] Seq=15008 Ack=1117 Win=33792 Len=1460 [TCP segment of a reassembled PDU]"
"1276","10.264199","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","66","1117","443  >  47298 [ACK] Seq=16468 Ack=1117 Win=33792 Len=1460 [TCP segment of a reassembled PDU]"
"1277","10.264217","58.205.212.26","192.168.137.72","TLSv1.2","1089","443","47298","1035","66","1117","Application Data"
"1278","10.264235","58.205.212.26","192.168.137.72","TLSv1.2","92","443","47298","38","66","1117","Application Data"
"1279","10.265282","192.168.137.72","58.205.212.26","TCP","54","47298","443","0","491","16468","47298  >  443 [ACK] Seq=2029 Ack=16468 Win=125696 Len=0"
"1280","10.265795","192.168.137.72","58.205.212.26","TCP","54","47298","443","0","514","18963","47298  >  443 [ACK] Seq=2029 Ack=18963 Win=131584 Len=0"
"1281","10.269255","58.205.212.26","192.168.137.72","TLSv1.2","328","443","47308","274","60","297","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"1282","10.269335","58.205.212.26","192.168.137.72","TLSv1.2","123","443","47308","69","60","297","Application Data"
"1283","10.269542","192.168.137.72","58.205.212.26","TLSv1.2","192","47298","443","138","514","19001","Application Data"
"1284","10.274521","58.205.212.26","192.168.137.72","TCP","54","443","47298","0","70","1446","443  >  47298 [ACK] Seq=19001 Ack=1446 Win=35840 Len=0"
"1285","10.274817","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","70","1446","443  >  47298 [ACK] Seq=19001 Ack=1446 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"1286","10.275760","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","70","1446","443  >  47298 [ACK] Seq=20461 Ack=1446 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"1287","10.275807","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","70","1446","443  >  47298 [ACK] Seq=21921 Ack=1446 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"1288","10.275827","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","70","1446","443  >  47298 [ACK] Seq=23381 Ack=1446 Win=35840 Len=1460 [TCP segment of a reassembled PDU]"
"1289","10.276518","192.168.137.72","58.205.212.26","TCP","54","47306","443","0","411","6221","47306  >  443 [ACK] Seq=298 Ack=6221 Win=105216 Len=0"
"1290","10.276519","192.168.137.72","58.205.212.27","TCP","54","39379","443","0","411","6221","39379  >  443 [ACK] Seq=298 Ack=6221 Win=105216 Len=0"
"1291","10.276520","192.168.137.72","58.205.212.26","TCP","54","47302","443","0","411","6221","47302  >  443 [ACK] Seq=298 Ack=6221 Win=105216 Len=0"
"1292","10.277755","192.168.137.72","58.205.212.26","TCP","54","47298","443","0","537","21921","47298  >  443 [ACK] Seq=2167 Ack=21921 Win=137472 Len=0"
"1293","10.278031","58.205.212.26","192.168.137.72","TLSv1.2","328","443","47310","274","60","298","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"1294","10.278076","58.205.212.26","192.168.137.72","TLSv1.2","123","443","47310","69","60","298","Application Data"
"1295","10.278094","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","72","1598","443  >  47298 [ACK] Seq=24841 Ack=1598 Win=36864 Len=1460 [TCP segment of a reassembled PDU]"
"1296","10.278212","192.168.137.72","58.205.212.26","TCP","54","47298","443","0","559","24841","47298  >  443 [ACK] Seq=2167 Ack=24841 Win=143104 Len=0"
"1297","10.286708","58.205.212.26","192.168.137.72","TLSv1.2","1514","443","47298","1460","74","1750","Application Data, Application Data"
"1298","10.286772","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","74","1750","443  >  47298 [ACK] Seq=27761 Ack=1750 Win=37888 Len=1460 [TCP segment of a reassembled PDU]"
"1299","10.287798","192.168.137.72","58.205.212.26","TCP","54","47298","443","0","582","27761","47298  >  443 [ACK] Seq=2167 Ack=27761 Win=148992 Len=0"
"1300","10.290070","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","76","1888","443  >  47298 [ACK] Seq=29221 Ack=1888 Win=38912 Len=1460 [TCP segment of a reassembled PDU]"
"1301","10.290151","58.205.212.26","192.168.137.72","TLSv1.2","1514","443","47298","1460","76","1888","Application Data, Application Data"
"1302","10.290194","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","76","1888","443  >  47298 [ACK] Seq=32141 Ack=1888 Win=38912 Len=1460 [TCP segment of a reassembled PDU]"
"1303","10.290226","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","76","1888","443  >  47298 [ACK] Seq=33601 Ack=1888 Win=38912 Len=1460 [TCP segment of a reassembled PDU]"
"1304","10.290262","58.205.212.26","192.168.137.72","TLSv1.2","1459","443","47298","1405","76","1888","Application Data, Application Data"
"1305","10.291778","192.168.137.72","58.205.212.26","TCP","54","47298","443","0","605","30681","47298  >  443 [ACK] Seq=2167 Ack=30681 Win=154880 Len=0"
"1306","10.291780","192.168.137.72","58.205.212.26","TCP","54","47298","443","0","628","33601","47298  >  443 [ACK] Seq=2167 Ack=33601 Win=160768 Len=0"
"1307","10.291782","192.168.137.72","58.205.212.26","TCP","54","47298","443","0","651","36466","47298  >  443 [ACK] Seq=2167 Ack=36466 Win=166656 Len=0"
"1308","10.293085","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","78","2029","443  >  47298 [ACK] Seq=36466 Ack=2029 Win=39936 Len=1460 [TCP segment of a reassembled PDU]"
"1309","10.293142","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","78","2029","443  >  47298 [ACK] Seq=37926 Ack=2029 Win=39936 Len=1460 [TCP segment of a reassembled PDU]"
"1310","10.293968","192.168.137.72","58.205.212.26","TCP","54","47298","443","0","673","39386","47298  >  443 [ACK] Seq=2167 Ack=39386 Win=172288 Len=0"
"1311","10.295326","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","78","2029","443  >  47298 [ACK] Seq=39386 Ack=2029 Win=39936 Len=1460 [TCP segment of a reassembled PDU]"
"1312","10.295361","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","78","2029","443  >  47298 [ACK] Seq=40846 Ack=2029 Win=39936 Len=1460 [TCP segment of a reassembled PDU]"
"1313","10.295382","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","78","2029","443  >  47298 [ACK] Seq=42306 Ack=2029 Win=39936 Len=1460 [TCP segment of a reassembled PDU]"
"1314","10.295401","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","78","2029","443  >  47298 [ACK] Seq=43766 Ack=2029 Win=39936 Len=1460 [TCP segment of a reassembled PDU]"
"1315","10.296371","192.168.137.72","58.205.212.26","TCP","54","47298","443","0","696","42306","47298  >  443 [ACK] Seq=2167 Ack=42306 Win=178176 Len=0"
"1316","10.296563","192.168.137.72","58.205.212.26","TCP","54","47298","443","0","719","45226","47298  >  443 [ACK] Seq=2167 Ack=45226 Win=184064 Len=0"
"1317","10.297623","58.205.212.26","192.168.137.72","TLSv1.2","1514","443","47298","1460","78","2029","Application Data [TCP segment of a reassembled PDU]"
"1318","10.297660","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","78","2029","443  >  47298 [ACK] Seq=46686 Ack=2029 Win=39936 Len=1460 [TCP segment of a reassembled PDU]"
"1319","10.297688","58.205.212.26","192.168.137.72","TLSv1.2","781","443","47298","727","78","2029","Application Data, Application Data"
"1320","10.298714","192.168.137.72","58.205.212.26","TCP","54","47298","443","0","742","48146","47298  >  443 [ACK] Seq=2167 Ack=48146 Win=189952 Len=0"
"1321","10.303243","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","81","2167","443  >  47298 [ACK] Seq=48873 Ack=2167 Win=41472 Len=1460 [TCP segment of a reassembled PDU]"
"1322","10.303301","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","81","2167","443  >  47298 [ACK] Seq=50333 Ack=2167 Win=41472 Len=1460 [TCP segment of a reassembled PDU]"
"1323","10.303326","58.205.212.26","192.168.137.72","TLSv1.2","851","443","47298","797","81","2167","Application Data, Application Data"
"1324","10.304700","192.168.137.72","58.205.212.26","TCP","54","47298","443","0","765","50333","47298  >  443 [ACK] Seq=2167 Ack=50333 Win=195840 Len=0"
"1325","10.304919","192.168.137.72","58.205.212.26","TCP","54","47298","443","0","788","52590","47298  >  443 [ACK] Seq=2167 Ack=52590 Win=201728 Len=0"
"1326","10.306026","192.168.137.72","58.205.212.26","TCP","54","47308","443","0","411","6221","47308  >  443 [ACK] Seq=297 Ack=6221 Win=105216 Len=0"
"1327","10.316356","192.168.137.72","58.205.212.26","TCP","54","47310","443","0","411","6221","47310  >  443 [ACK] Seq=298 Ack=6221 Win=105216 Len=0"
"1328","10.375173","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","81","2167","443  >  47298 [ACK] Seq=52590 Ack=2167 Win=41472 Len=1460 [TCP segment of a reassembled PDU]"
"1329","10.375243","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","81","2167","443  >  47298 [ACK] Seq=54050 Ack=2167 Win=41472 Len=1460 [TCP segment of a reassembled PDU]"
"1330","10.376395","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","81","2167","443  >  47298 [ACK] Seq=55510 Ack=2167 Win=41472 Len=1460 [TCP segment of a reassembled PDU]"
"1331","10.376433","58.205.212.26","192.168.137.72","TCP","1514","443","47298","1460","81","2167","443  >  47298 [ACK] Seq=56970 Ack=2167 Win=41472 Len=1460 [TCP segment of a reassembled PDU]"
"1332","10.376542","192.168.137.72","58.205.212.26","TCP","54","47298","443","0","810","55510","47298  >  443 [ACK] Seq=2167 Ack=55510 Win=207360 Len=0"
